Sample	City	Environment	ARG_Class	Abundance
ERR4450744	Jaipur	Treated	DfrA34	13
ERR4450744	Jaipur	Treated	DfrA36	72
ERR4450744	Jaipur	Treated	DfrA37	2
ERR4450744	Jaipur	Treated	DfrA38	243
ERR4450744	Jaipur	Treated	DfrA39	80
ERR4450744	Jaipur	Treated	DfrA42_TMP	14
ERR4450744	Jaipur	Treated	DfrA43_TMP	87
ERR4450744	Jaipur	Treated	DfrB9	7
ERR4450744	Jaipur	Treated	EAM-1	43
ERR4450744	Jaipur	Treated	EBR-1	3
ERR4450744	Jaipur	Treated	EBR-2	1
ERR4450744	Jaipur	Treated	EBR-5	1
ERR4450744	Jaipur	Treated	EC-13	23
ERR4450744	Jaipur	Treated	EC-14	3
ERR4450744	Jaipur	Treated	EC-18	3
ERR4450744	Jaipur	Treated	EC-19	2
ERR4450744	Jaipur	Treated	EC-5	1
ERR4450744	Jaipur	Treated	EC-8	2
ERR4450744	Jaipur	Treated	ECM-1	30
ERR4450744	Jaipur	Treated	ECV-1	6
ERR4450744	Jaipur	Treated	EFM-1	9
ERR4450744	Jaipur	Treated	ELM-1	139
ERR4450744	Jaipur	Treated	ERP-1	12
ERR4450744	Jaipur	Treated	ESP-1	6
ERR4450744	Jaipur	Treated	EVM-1	46
ERR4450744	Jaipur	Treated	EXO-1	2
ERR4450744	Jaipur	Treated	Eclo_acrA	725
ERR4450744	Jaipur	Treated	Ecol_acrA	617
ERR4450744	Jaipur	Treated	Ecol_ampC_BLA	79
ERR4450744	Jaipur	Treated	Ecol_catII	13
ERR4450744	Jaipur	Treated	Ecol_emrE	181
ERR4450744	Jaipur	Treated	Ecol_mdfA	363
ERR4450744	Jaipur	Treated	EdeQ	33
ERR4450744	Jaipur	Treated	Efac_ACT_CHL	11
ERR4450744	Jaipur	Treated	EreA	201
ERR4450744	Jaipur	Treated	EreA2	92
ERR4450744	Jaipur	Treated	EreB	375
ERR4450744	Jaipur	Treated	EreD	391
ERR4450744	Jaipur	Treated	Erm(30)	45
ERR4450744	Jaipur	Treated	Erm(31)	58
ERR4450744	Jaipur	Treated	Erm(33)	5
ERR4450744	Jaipur	Treated	Erm(34)	54
ERR4450744	Jaipur	Treated	Erm(35)	441
ERR4450744	Jaipur	Treated	Erm(36)	78
ERR4450744	Jaipur	Treated	Erm(37)	65
ERR4450744	Jaipur	Treated	Erm(38)	50
ERR4450744	Jaipur	Treated	Erm(39)	23
ERR4450744	Jaipur	Treated	Erm(41)	6
ERR4450744	Jaipur	Treated	Erm(42)	88
ERR4450744	Jaipur	Treated	Erm(43)	14
ERR4450744	Jaipur	Treated	Erm(44)v	4
ERR4450744	Jaipur	Treated	Erm(47)	148
ERR4450744	Jaipur	Treated	Erm(48)	37
ERR4450744	Jaipur	Treated	Erm(49)	127
ERR4450744	Jaipur	Treated	Erm(50)	17
ERR4450744	Jaipur	Treated	Erm(51)	45
ERR4450744	Jaipur	Treated	Erm(52)	49
ERR4450744	Jaipur	Treated	Erm(K)	101
ERR4450744	Jaipur	Treated	Erm(O)-lrm	21
ERR4450744	Jaipur	Treated	ErmA	14
ERR4450744	Jaipur	Treated	ErmB	216
ERR4450744	Jaipur	Treated	ErmC	15
ERR4450744	Jaipur	Treated	ErmD	81
ERR4450744	Jaipur	Treated	ErmE	243
ERR4450744	Jaipur	Treated	ErmF	1775
ERR4450744	Jaipur	Treated	ErmG	21
ERR4450744	Jaipur	Treated	ErmH	74
ERR4450744	Jaipur	Treated	ErmN	11
ERR4450744	Jaipur	Treated	ErmO-srmA	100
ERR4450744	Jaipur	Treated	ErmQ	140
ERR4450744	Jaipur	Treated	ErmR	120
ERR4450744	Jaipur	Treated	ErmS	29
ERR4450744	Jaipur	Treated	ErmT	76
ERR4450744	Jaipur	Treated	ErmU	4
ERR4450744	Jaipur	Treated	ErmV	22
ERR4450744	Jaipur	Treated	ErmW	14
ERR4450744	Jaipur	Treated	ErmX	419
ERR4450744	Jaipur	Treated	ErmY	5
ERR4450744	Jaipur	Treated	EstT	171
ERR4450744	Jaipur	Treated	FAR-1	5
ERR4450744	Jaipur	Treated	FEZ-1	7
ERR4450744	Jaipur	Treated	FIA-1	8
ERR4450744	Jaipur	Treated	FIM-1	2
ERR4450744	Jaipur	Treated	FONA-5	2
ERR4450744	Jaipur	Treated	FOX-1	9
ERR4450744	Jaipur	Treated	FOX-10	21
ERR4450744	Jaipur	Treated	FOX-13	1
ERR4450744	Jaipur	Treated	FOX-15	2
ERR4450744	Jaipur	Treated	FOX-18	13
ERR4450744	Jaipur	Treated	FOX-19	1
ERR4450744	Jaipur	Treated	FOX-3	3
ERR4450744	Jaipur	Treated	FOX-4	3
ERR4450744	Jaipur	Treated	FOX-9	1
ERR4450744	Jaipur	Treated	FPH-1	2
ERR4450744	Jaipur	Treated	FRI-1	1
ERR4450744	Jaipur	Treated	FRI-11	1
ERR4450744	Jaipur	Treated	FRI-2	1
ERR4450744	Jaipur	Treated	FRI-4	2
ERR4450744	Jaipur	Treated	FRI-5	3
ERR4450744	Jaipur	Treated	FRI-8	1
ERR4450744	Jaipur	Treated	FRI-9	1
ERR4450744	Jaipur	Treated	FomA	2
ERR4450744	Jaipur	Treated	FomB	3
ERR4450744	Jaipur	Treated	FosA	53
ERR4450744	Jaipur	Treated	FosA2	19
ERR4450744	Jaipur	Treated	FosA3	7
ERR4450744	Jaipur	Treated	FosA6	7
ERR4450744	Jaipur	Treated	FosA7	5
ERR4450744	Jaipur	Treated	FosA7.5	6
ERR4450744	Jaipur	Treated	FosA8	2
ERR4450744	Jaipur	Treated	FosB	1
ERR4450744	Jaipur	Treated	FosB1	2
ERR4450744	Jaipur	Treated	FosB2	11
ERR4450744	Jaipur	Treated	FosB3	4
ERR4450744	Jaipur	Treated	FosC	2
ERR4450744	Jaipur	Treated	FosC2	185
ERR4450744	Jaipur	Treated	FosD	4
ERR4450744	Jaipur	Treated	FosG	73
ERR4450744	Jaipur	Treated	FosH	11
ERR4450744	Jaipur	Treated	FosI	18
ERR4450744	Jaipur	Treated	FosK	35
ERR4450744	Jaipur	Treated	FosL1	12
ERR4450744	Jaipur	Treated	FosM1	7
ERR4450744	Jaipur	Treated	FosM2	7
ERR4450744	Jaipur	Treated	FosM3	1
ERR4450744	Jaipur	Treated	FosX	17
ERR4450744	Jaipur	Treated	FosXCC	5
ERR4450744	Jaipur	Treated	FosY	2
ERR4450744	Jaipur	Treated	GES-10	1
ERR4450744	Jaipur	Treated	GES-12	17
ERR4450744	Jaipur	Treated	GES-13	15
ERR4450744	Jaipur	Treated	GES-14	53
ERR4450744	Jaipur	Treated	GES-16	1
ERR4450744	Jaipur	Treated	GES-20	1
ERR4450744	Jaipur	Treated	GES-21	453
ERR4450744	Jaipur	Treated	GES-27	1
ERR4450744	Jaipur	Treated	GES-3	9
ERR4450744	Jaipur	Treated	GES-30	1
ERR4450744	Jaipur	Treated	GES-38	7
ERR4450744	Jaipur	Treated	GES-42	8
ERR4450744	Jaipur	Treated	GES-52	1
ERR4450744	Jaipur	Treated	GIL-1	9
ERR4450744	Jaipur	Treated	GIM-1	3
ERR4450744	Jaipur	Treated	GMB-1	18
ERR4450744	Jaipur	Treated	GOB-1	11
ERR4450744	Jaipur	Treated	GOB-10	3
ERR4450744	Jaipur	Treated	GOB-11	1
ERR4450744	Jaipur	Treated	GOB-12	8
ERR4450744	Jaipur	Treated	GOB-13	3
ERR4450744	Jaipur	Treated	GOB-16	12
ERR4450744	Jaipur	Treated	GOB-2	10
ERR4450744	Jaipur	Treated	GOB-22	1
ERR4450744	Jaipur	Treated	GOB-23	3
ERR4450744	Jaipur	Treated	GOB-25	23
ERR4450744	Jaipur	Treated	GOB-28	22
ERR4450744	Jaipur	Treated	GOB-29	3
ERR4450744	Jaipur	Treated	GOB-31	1
ERR4450744	Jaipur	Treated	GOB-32	1
ERR4450744	Jaipur	Treated	GOB-33	4
ERR4450744	Jaipur	Treated	GOB-36	2
ERR4450744	Jaipur	Treated	GOB-39	1
ERR4450744	Jaipur	Treated	GOB-44	1
ERR4450744	Jaipur	Treated	GOB-46	2
ERR4450744	Jaipur	Treated	GOB-49	1
ERR4450744	Jaipur	Treated	GOB-53	1
ERR4450744	Jaipur	Treated	GOB-7	1
ERR4450744	Jaipur	Treated	GOB-9	2
ERR4450744	Jaipur	Treated	GPC-1	9
ERR4450744	Jaipur	Treated	GRD23-1	3
ERR4450744	Jaipur	Treated	GRD33-1	26
ERR4450744	Jaipur	Treated	H-NS	299
ERR4450744	Jaipur	Treated	HBL-1	13
ERR4450744	Jaipur	Treated	HER-1	6
ERR4450744	Jaipur	Treated	HER-2	6
ERR4450744	Jaipur	Treated	HER-8	5
ERR4450744	Jaipur	Treated	HMB-1	2
ERR4450744	Jaipur	Treated	HMB-2	4
ERR4450744	Jaipur	Treated	HelR	339
ERR4450744	Jaipur	Treated	ICR-Mc	386
ERR4450744	Jaipur	Treated	ICR-Mo	805
ERR4450744	Jaipur	Treated	IDC-1	65
ERR4450744	Jaipur	Treated	IDC-2	9
ERR4450744	Jaipur	Treated	IMI-15	1
ERR4450744	Jaipur	Treated	IMI-2	5
ERR4450744	Jaipur	Treated	IMI-27	1
ERR4450744	Jaipur	Treated	IMI-4	1
ERR4450744	Jaipur	Treated	IMI-5	6
ERR4450744	Jaipur	Treated	IMP-1	1
ERR4450744	Jaipur	Treated	IMP-11	1
ERR4450744	Jaipur	Treated	IMP-2	2
ERR4450744	Jaipur	Treated	IMP-22	1
ERR4450744	Jaipur	Treated	IMP-26	2
ERR4450744	Jaipur	Treated	IMP-27	1
ERR4450744	Jaipur	Treated	IMP-29	1
ERR4450744	Jaipur	Treated	IMP-33	1
ERR4450744	Jaipur	Treated	IMP-35	4
ERR4450744	Jaipur	Treated	IMP-37	1
ERR4450744	Jaipur	Treated	IMP-39	1
ERR4450744	Jaipur	Treated	IMP-42	5
ERR4450744	Jaipur	Treated	IMP-45	1
ERR4450744	Jaipur	Treated	IMP-46	13
ERR4450744	Jaipur	Treated	IMP-51	1
ERR4450744	Jaipur	Treated	IMP-53	1
ERR4450744	Jaipur	Treated	IMP-55	1
ERR4450744	Jaipur	Treated	IMP-88	1
ERR4450744	Jaipur	Treated	IND-11	3
ERR4450744	Jaipur	Treated	IND-18	1
ERR4450744	Jaipur	Treated	IND-4	3
ERR4450744	Jaipur	Treated	IND-9	4
ERR4450744	Jaipur	Treated	IreK	5150
ERR4450744	Jaipur	Treated	JOHN-1	1
ERR4450744	Jaipur	Treated	KBL-1	8
ERR4450744	Jaipur	Treated	KHM-1	4
ERR4450744	Jaipur	Treated	KHM-2	6
ERR4450744	Jaipur	Treated	KLUC-1	9
ERR4450744	Jaipur	Treated	KPC-141	1
ERR4450744	Jaipur	Treated	KPC-16	1
ERR4450744	Jaipur	Treated	KPC-174	1
ERR4450744	Jaipur	Treated	KPC-179	1
ERR4450744	Jaipur	Treated	KPC-30	1
ERR4450744	Jaipur	Treated	KPC-32	1
ERR4450744	Jaipur	Treated	KPC-45	1
ERR4450744	Jaipur	Treated	KPC-51	1
ERR4450744	Jaipur	Treated	KPC-9	5
ERR4450744	Jaipur	Treated	Kpne_KpnE	78
ERR4450744	Jaipur	Treated	Kpne_KpnF	74
ERR4450744	Jaipur	Treated	Kpne_KpnG	464
ERR4450744	Jaipur	Treated	Kpne_KpnH	9
ERR4450744	Jaipur	Treated	Kpne_OmpK37	955
ERR4450744	Jaipur	Treated	Kpne_acrA	435
ERR4450744	Jaipur	Treated	L1_BLA	30
ERR4450744	Jaipur	Treated	LAP-1	1
ERR4450744	Jaipur	Treated	LAP-2	12
ERR4450744	Jaipur	Treated	LAQ-1	18
ERR4450744	Jaipur	Treated	LAT-1	2
ERR4450744	Jaipur	Treated	LCR-1	388
ERR4450744	Jaipur	Treated	LEN-14	2
ERR4450744	Jaipur	Treated	LEN-21	1
ERR4450744	Jaipur	Treated	LEN-3	1
ERR4450744	Jaipur	Treated	LEN-36	2
ERR4450744	Jaipur	Treated	LEN-58	3
ERR4450744	Jaipur	Treated	LEN-8	2
ERR4450744	Jaipur	Treated	LHK-1	21
ERR4450744	Jaipur	Treated	LHK-2	7
ERR4450744	Jaipur	Treated	LHK-3	13
ERR4450744	Jaipur	Treated	LHK-4	2
ERR4450744	Jaipur	Treated	LHK-5	1
ERR4450744	Jaipur	Treated	LHK-6	13
ERR4450744	Jaipur	Treated	LHK-7	1
ERR4450744	Jaipur	Treated	LMB-1	8
ERR4450744	Jaipur	Treated	LRA-1	12
ERR4450744	Jaipur	Treated	LRA-10	8
ERR4450744	Jaipur	Treated	LRA-12	34
ERR4450744	Jaipur	Treated	LRA-13	168
ERR4450744	Jaipur	Treated	LRA-17	55
ERR4450744	Jaipur	Treated	LRA-18	55
ERR4450744	Jaipur	Treated	LRA-19	8
ERR4450744	Jaipur	Treated	LRA-2	117
ERR4450744	Jaipur	Treated	LRA-3	7
ERR4450744	Jaipur	Treated	LRA-5	1
ERR4450744	Jaipur	Treated	LRA-7	9
ERR4450744	Jaipur	Treated	LRA-8	84
ERR4450744	Jaipur	Treated	LRA-9	6
ERR4450744	Jaipur	Treated	LRG-1	18
ERR4450744	Jaipur	Treated	LUS-1	86
ERR4450744	Jaipur	Treated	LUT-1	6
ERR4450744	Jaipur	Treated	LlmA_23S_CLI	1473
ERR4450744	Jaipur	Treated	Lmon_mprF	122
ERR4450744	Jaipur	Treated	LnuH	264
ERR4450744	Jaipur	Treated	LnuP	32
ERR4450744	Jaipur	Treated	LpeA	75
ERR4450744	Jaipur	Treated	LpeB	1572
ERR4450744	Jaipur	Treated	LpsA	14
ERR4450744	Jaipur	Treated	LpsB	744
ERR4450744	Jaipur	Treated	LptD	1789
ERR4450744	Jaipur	Treated	Lreu_cat-TC	7
ERR4450744	Jaipur	Treated	MAB	2
ERR4450744	Jaipur	Treated	MAL-2	17
ERR4450744	Jaipur	Treated	MBL1b	7
ERR4450744	Jaipur	Treated	MCR-1.10	22
ERR4450744	Jaipur	Treated	MCR-1.11	104
ERR4450744	Jaipur	Treated	MCR-1.16	16
ERR4450744	Jaipur	Treated	MCR-1.21	1
ERR4450744	Jaipur	Treated	MCR-1.23	8
ERR4450744	Jaipur	Treated	MCR-1.24	17
ERR4450744	Jaipur	Treated	MCR-1.3	2
ERR4450744	Jaipur	Treated	MCR-1.30	6
ERR4450744	Jaipur	Treated	MCR-1.4	2
ERR4450744	Jaipur	Treated	MCR-1.9	31
ERR4450744	Jaipur	Treated	MCR-10.2	4
ERR4450744	Jaipur	Treated	MCR-10.3	33
ERR4450744	Jaipur	Treated	MCR-10.4	3
ERR4450744	Jaipur	Treated	MCR-10.5	196
ERR4450744	Jaipur	Treated	MCR-2.2	120
ERR4450744	Jaipur	Treated	MCR-2.3	2
ERR4450744	Jaipur	Treated	MCR-2.4	35
ERR4450744	Jaipur	Treated	MCR-2.8	1
ERR4450744	Jaipur	Treated	MCR-3.10	6
ERR4450744	Jaipur	Treated	MCR-3.11	5
ERR4450744	Jaipur	Treated	MCR-3.12	113
ERR4450744	Jaipur	Treated	MCR-3.15	3
ERR4450744	Jaipur	Treated	MCR-3.17	26
ERR4450744	Jaipur	Treated	MCR-3.18	6
ERR4450744	Jaipur	Treated	MCR-3.20	21
ERR4450744	Jaipur	Treated	MCR-3.22	62
ERR4450744	Jaipur	Treated	MCR-3.23	1
ERR4450744	Jaipur	Treated	MCR-3.25	1
ERR4450744	Jaipur	Treated	MCR-3.27	1
ERR4450744	Jaipur	Treated	MCR-3.3	32
ERR4450744	Jaipur	Treated	MCR-3.32	2
ERR4450744	Jaipur	Treated	MCR-3.34	1
ERR4450744	Jaipur	Treated	MCR-3.35	8
ERR4450744	Jaipur	Treated	MCR-3.37	6
ERR4450744	Jaipur	Treated	MCR-3.38	24
ERR4450744	Jaipur	Treated	MCR-3.4	50
ERR4450744	Jaipur	Treated	MCR-3.41	1
ERR4450744	Jaipur	Treated	MCR-3.5	16
ERR4450744	Jaipur	Treated	MCR-3.6	3
ERR4450744	Jaipur	Treated	MCR-3.9	5
ERR4450744	Jaipur	Treated	MCR-4.2	483
ERR4450744	Jaipur	Treated	MCR-4.3	6
ERR4450744	Jaipur	Treated	MCR-4.4	12
ERR4450744	Jaipur	Treated	MCR-4.5	3
ERR4450744	Jaipur	Treated	MCR-4.7	21
ERR4450744	Jaipur	Treated	MCR-5.1	1090
ERR4450744	Jaipur	Treated	MCR-5.2	28
ERR4450744	Jaipur	Treated	MCR-5.3	39
ERR4450744	Jaipur	Treated	MCR-5.4	13
ERR4450744	Jaipur	Treated	MCR-6.1	363
ERR4450744	Jaipur	Treated	MCR-7.1	291
ERR4450744	Jaipur	Treated	MCR-8.1	644
ERR4450744	Jaipur	Treated	MCR-8.2	96
ERR4450744	Jaipur	Treated	MCR-8.3	2
ERR4450744	Jaipur	Treated	MCR-8.4	8
ERR4450744	Jaipur	Treated	MCR-9.1	239
ERR4450744	Jaipur	Treated	MIR-12	1
ERR4450744	Jaipur	Treated	MIR-14	1
ERR4450744	Jaipur	Treated	MIR-2	18
ERR4450744	Jaipur	Treated	MIR-3	1
ERR4450744	Jaipur	Treated	MIR-5	1
ERR4450744	Jaipur	Treated	MIR-6	1
ERR4450744	Jaipur	Treated	MIR-9	1
ERR4450744	Jaipur	Treated	MOC-1	2
ERR4450744	Jaipur	Treated	MOX-1	1
ERR4450744	Jaipur	Treated	MOX-10	2
ERR4450744	Jaipur	Treated	MOX-12	4
ERR4450744	Jaipur	Treated	MOX-13	17
ERR4450744	Jaipur	Treated	MOX-15	1
ERR4450744	Jaipur	Treated	MOX-17	60
ERR4450744	Jaipur	Treated	MOX-2	12
ERR4450744	Jaipur	Treated	MOX-21	5
ERR4450744	Jaipur	Treated	MOX-24	2
ERR4450744	Jaipur	Treated	MOX-3	2
ERR4450744	Jaipur	Treated	MOX-5	22
ERR4450744	Jaipur	Treated	MOX-6	21
ERR4450744	Jaipur	Treated	MOX-7	16
ERR4450744	Jaipur	Treated	MOX-8	2
ERR4450744	Jaipur	Treated	MOX-9	57
ERR4450744	Jaipur	Treated	MSI-1	201
ERR4450744	Jaipur	Treated	MSI-OXA	27
ERR4450744	Jaipur	Treated	MUN-1	7
ERR4450744	Jaipur	Treated	MUS-1	5
ERR4450744	Jaipur	Treated	MYO-1	6
ERR4450744	Jaipur	Treated	MYX-1	22
ERR4450744	Jaipur	Treated	MdtK	401
ERR4450744	Jaipur	Treated	MdtQ	531
ERR4450744	Jaipur	Treated	MecI_rep	15
ERR4450744	Jaipur	Treated	Mef(En2)	295
ERR4450744	Jaipur	Treated	MexA	1326
ERR4450744	Jaipur	Treated	MexB	4602
ERR4450744	Jaipur	Treated	MexC	1169
ERR4450744	Jaipur	Treated	MexD	5569
ERR4450744	Jaipur	Treated	MexE	667
ERR4450744	Jaipur	Treated	MexF	3910
ERR4450744	Jaipur	Treated	MexG	4
ERR4450744	Jaipur	Treated	MexH	557
ERR4450744	Jaipur	Treated	MexI	2609
ERR4450744	Jaipur	Treated	MexJ	1101
ERR4450744	Jaipur	Treated	MexK	9696
ERR4450744	Jaipur	Treated	MexV	1091
ERR4450744	Jaipur	Treated	MexW	4780
ERR4450744	Jaipur	Treated	Mrx	850
ERR4450744	Jaipur	Treated	MuxA	829
ERR4450744	Jaipur	Treated	MuxB	3783
ERR4450744	Jaipur	Treated	MuxC	2645
ERR4450744	Jaipur	Treated	NDM-24	1
ERR4450744	Jaipur	Treated	NDM-6	6
ERR4450744	Jaipur	Treated	NDM-68	1
ERR4450744	Jaipur	Treated	NPS-1	176
ERR4450744	Jaipur	Treated	NWM-1	304
ERR4450744	Jaipur	Treated	Nfar_rox	200
ERR4450744	Jaipur	Treated	NmcA	1
ERR4450744	Jaipur	Treated	NmcR	2106
ERR4450744	Jaipur	Treated	OCH-1	7
ERR4450744	Jaipur	Treated	OCH-2	1
ERR4450744	Jaipur	Treated	OCH-3	3
ERR4450744	Jaipur	Treated	OHIO-1	1
ERR4450744	Jaipur	Treated	OKP-A-12	3
ERR4450744	Jaipur	Treated	OKP-A-15	2
ERR4450744	Jaipur	Treated	OKP-A-9	2
ERR4450744	Jaipur	Treated	OKP-D-1	8
ERR4450744	Jaipur	Treated	ORN-1	2
ERR4450744	Jaipur	Treated	ORN-4	1
ERR4450744	Jaipur	Treated	ORR-1	6
ERR4450744	Jaipur	Treated	OXA-1003	1
ERR4450744	Jaipur	Treated	OXA-1006	1
ERR4450744	Jaipur	Treated	OXA-101	2
ERR4450744	Jaipur	Treated	OXA-1011	6
ERR4450744	Jaipur	Treated	OXA-1014	3
ERR4450744	Jaipur	Treated	OXA-1016	4
ERR4450744	Jaipur	Treated	OXA-1017	1
ERR4450744	Jaipur	Treated	OXA-1019	5
ERR4450744	Jaipur	Treated	OXA-1020	1
ERR4450744	Jaipur	Treated	OXA-1036	3
ERR4450744	Jaipur	Treated	OXA-1037	2
ERR4450744	Jaipur	Treated	OXA-1041	1
ERR4450744	Jaipur	Treated	OXA-1043	2
ERR4450744	Jaipur	Treated	OXA-1046	1
ERR4450744	Jaipur	Treated	OXA-1056	76
ERR4450744	Jaipur	Treated	OXA-1057	16
ERR4450744	Jaipur	Treated	OXA-1085	39
ERR4450744	Jaipur	Treated	OXA-1089	124
ERR4450744	Jaipur	Treated	OXA-1090	4
ERR4450744	Jaipur	Treated	OXA-1091	35
ERR4450744	Jaipur	Treated	OXA-1094	2
ERR4450744	Jaipur	Treated	OXA-1099	1
ERR4450744	Jaipur	Treated	OXA-1100	1
ERR4450744	Jaipur	Treated	OXA-1101	2
ERR4450744	Jaipur	Treated	OXA-1102	9
ERR4450744	Jaipur	Treated	OXA-1103	1
ERR4450744	Jaipur	Treated	OXA-1104	1
ERR4450744	Jaipur	Treated	OXA-1106	1
ERR4450744	Jaipur	Treated	OXA-1108	107
ERR4450744	Jaipur	Treated	OXA-1124	2
ERR4450744	Jaipur	Treated	OXA-1128	1
ERR4450744	Jaipur	Treated	OXA-1136	1
ERR4450744	Jaipur	Treated	OXA-1144	1
ERR4450744	Jaipur	Treated	OXA-1146	1
ERR4450744	Jaipur	Treated	OXA-1147	4
ERR4450744	Jaipur	Treated	OXA-1148	4
ERR4450744	Jaipur	Treated	OXA-114a	1
ERR4450744	Jaipur	Treated	OXA-114b	1
ERR4450744	Jaipur	Treated	OXA-114d	8
ERR4450744	Jaipur	Treated	OXA-1153	2
ERR4450744	Jaipur	Treated	OXA-1155	4
ERR4450744	Jaipur	Treated	OXA-1156	3
ERR4450744	Jaipur	Treated	OXA-1158	13
ERR4450744	Jaipur	Treated	OXA-1159	1
ERR4450744	Jaipur	Treated	OXA-116	3
ERR4450744	Jaipur	Treated	OXA-1166	1
ERR4450744	Jaipur	Treated	OXA-1168	1
ERR4450744	Jaipur	Treated	OXA-1172	1
ERR4450744	Jaipur	Treated	OXA-1175	6
ERR4450744	Jaipur	Treated	OXA-1183	31
ERR4450744	Jaipur	Treated	OXA-119	116
ERR4450744	Jaipur	Treated	OXA-1199	1
ERR4450744	Jaipur	Treated	OXA-12	5
ERR4450744	Jaipur	Treated	OXA-1206	9
ERR4450744	Jaipur	Treated	OXA-1212	1
ERR4450744	Jaipur	Treated	OXA-1216	2
ERR4450744	Jaipur	Treated	OXA-1224	2
ERR4450744	Jaipur	Treated	OXA-1228	2
ERR4450744	Jaipur	Treated	OXA-1229	1
ERR4450744	Jaipur	Treated	OXA-1235	1
ERR4450744	Jaipur	Treated	OXA-1238	2
ERR4450744	Jaipur	Treated	OXA-1239	5
ERR4450744	Jaipur	Treated	OXA-1258	5
ERR4450744	Jaipur	Treated	OXA-1261	2
ERR4450744	Jaipur	Treated	OXA-1262	10
ERR4450744	Jaipur	Treated	OXA-1263	1
ERR4450744	Jaipur	Treated	OXA-1264	1
ERR4450744	Jaipur	Treated	OXA-1275	3
ERR4450744	Jaipur	Treated	OXA-1282	1
ERR4450744	Jaipur	Treated	OXA-1284	4
ERR4450744	Jaipur	Treated	OXA-1287	2
ERR4450744	Jaipur	Treated	OXA-129	29
ERR4450744	Jaipur	Treated	OXA-1296	1
ERR4450744	Jaipur	Treated	OXA-1300	3
ERR4450744	Jaipur	Treated	OXA-133	21
ERR4450744	Jaipur	Treated	OXA-134	1
ERR4450744	Jaipur	Treated	OXA-137	3
ERR4450744	Jaipur	Treated	OXA-140	40
ERR4450744	Jaipur	Treated	OXA-141	2
ERR4450744	Jaipur	Treated	OXA-143	1
ERR4450744	Jaipur	Treated	OXA-145	48
ERR4450744	Jaipur	Treated	OXA-15	1
ERR4450744	Jaipur	Treated	OXA-153	4
ERR4450744	Jaipur	Treated	OXA-154	15
ERR4450744	Jaipur	Treated	OXA-155	3
ERR4450744	Jaipur	Treated	OXA-156	10
ERR4450744	Jaipur	Treated	OXA-157	50
ERR4450744	Jaipur	Treated	OXA-158	15
ERR4450744	Jaipur	Treated	OXA-16	521
ERR4450744	Jaipur	Treated	OXA-161	4
ERR4450744	Jaipur	Treated	OXA-163	7
ERR4450744	Jaipur	Treated	OXA-164	13
ERR4450744	Jaipur	Treated	OXA-172	6
ERR4450744	Jaipur	Treated	OXA-18	5
ERR4450744	Jaipur	Treated	OXA-184	3
ERR4450744	Jaipur	Treated	OXA-192	6
ERR4450744	Jaipur	Treated	OXA-198	47
ERR4450744	Jaipur	Treated	OXA-2	8
ERR4450744	Jaipur	Treated	OXA-204	2
ERR4450744	Jaipur	Treated	OXA-205	68
ERR4450744	Jaipur	Treated	OXA-209	59
ERR4450744	Jaipur	Treated	OXA-21	146
ERR4450744	Jaipur	Treated	OXA-211	2
ERR4450744	Jaipur	Treated	OXA-212	1
ERR4450744	Jaipur	Treated	OXA-22	1
ERR4450744	Jaipur	Treated	OXA-225	1
ERR4450744	Jaipur	Treated	OXA-229	3
ERR4450744	Jaipur	Treated	OXA-230	12
ERR4450744	Jaipur	Treated	OXA-232	2
ERR4450744	Jaipur	Treated	OXA-236	1
ERR4450744	Jaipur	Treated	OXA-240	1
ERR4450744	Jaipur	Treated	OXA-251	1
ERR4450744	Jaipur	Treated	OXA-256	5
ERR4450744	Jaipur	Treated	OXA-258	3
ERR4450744	Jaipur	Treated	OXA-265	1
ERR4450744	Jaipur	Treated	OXA-266	1
ERR4450744	Jaipur	Treated	OXA-269	1
ERR4450744	Jaipur	Treated	OXA-271	2
ERR4450744	Jaipur	Treated	OXA-272	1
ERR4450744	Jaipur	Treated	OXA-275	1
ERR4450744	Jaipur	Treated	OXA-277	6
ERR4450744	Jaipur	Treated	OXA-287	1
ERR4450744	Jaipur	Treated	OXA-288	1
ERR4450744	Jaipur	Treated	OXA-29	15
ERR4450744	Jaipur	Treated	OXA-290	2
ERR4450744	Jaipur	Treated	OXA-294	2
ERR4450744	Jaipur	Treated	OXA-296	2
ERR4450744	Jaipur	Treated	OXA-299	1
ERR4450744	Jaipur	Treated	OXA-3	50
ERR4450744	Jaipur	Treated	OXA-302	1
ERR4450744	Jaipur	Treated	OXA-308	1
ERR4450744	Jaipur	Treated	OXA-309	2
ERR4450744	Jaipur	Treated	OXA-31	17
ERR4450744	Jaipur	Treated	OXA-324	1
ERR4450744	Jaipur	Treated	OXA-33	20
ERR4450744	Jaipur	Treated	OXA-333	3
ERR4450744	Jaipur	Treated	OXA-334	1
ERR4450744	Jaipur	Treated	OXA-335	2
ERR4450744	Jaipur	Treated	OXA-34	22
ERR4450744	Jaipur	Treated	OXA-347	289
ERR4450744	Jaipur	Treated	OXA-348	3
ERR4450744	Jaipur	Treated	OXA-35	13
ERR4450744	Jaipur	Treated	OXA-357	1
ERR4450744	Jaipur	Treated	OXA-36	187
ERR4450744	Jaipur	Treated	OXA-362	1
ERR4450744	Jaipur	Treated	OXA-364	1
ERR4450744	Jaipur	Treated	OXA-37	64
