Sample	City	Environment	ARG_Class	Abundance
SRR26909530	Delhi	Treated	dfrA15	7
SRR26909530	Delhi	Treated	dfrA15b	2
SRR26909530	Delhi	Treated	dfrA17	8
SRR26909530	Delhi	Treated	dfrA18	1
SRR26909530	Delhi	Treated	dfrA19	1
SRR26909530	Delhi	Treated	dfrA20	60
SRR26909530	Delhi	Treated	dfrA21	20
SRR26909530	Delhi	Treated	dfrA22	9
SRR26909530	Delhi	Treated	dfrA23	6
SRR26909530	Delhi	Treated	dfrA24	7
SRR26909530	Delhi	Treated	dfrA25	31
SRR26909530	Delhi	Treated	dfrA26	747
SRR26909530	Delhi	Treated	dfrA27	4
SRR26909530	Delhi	Treated	dfrA3	1715
SRR26909530	Delhi	Treated	dfrA30	5
SRR26909530	Delhi	Treated	dfrA31	6
SRR26909530	Delhi	Treated	dfrA32	2
SRR26909530	Delhi	Treated	dfrA35	115
SRR26909530	Delhi	Treated	dfrA3b	14
SRR26909530	Delhi	Treated	dfrA5	27
SRR26909530	Delhi	Treated	dfrA7	5
SRR26909530	Delhi	Treated	dfrA8	5
SRR26909530	Delhi	Treated	dfrA9	33
SRR26909530	Delhi	Treated	dfrB1	4
SRR26909530	Delhi	Treated	dfrB10	10
SRR26909530	Delhi	Treated	dfrB6	6
SRR26909530	Delhi	Treated	dfrC	244
SRR26909530	Delhi	Treated	dfrD	40
SRR26909530	Delhi	Treated	dfrE	57
SRR26909530	Delhi	Treated	dfrF	39
SRR26909530	Delhi	Treated	dfrG	404
SRR26909530	Delhi	Treated	dfrI	75
SRR26909530	Delhi	Treated	dfrK	44
SRR26909530	Delhi	Treated	dfrL	20
SRR26909530	Delhi	Treated	efmA	76
SRR26909530	Delhi	Treated	efpA	1692
SRR26909530	Delhi	Treated	efrA	7381
SRR26909530	Delhi	Treated	efrB	7529
SRR26909530	Delhi	Treated	emeA	179
SRR26909530	Delhi	Treated	emrA	276
SRR26909530	Delhi	Treated	emrB	4114
SRR26909530	Delhi	Treated	emrK	572
SRR26909530	Delhi	Treated	emrR	110
SRR26909530	Delhi	Treated	emrY	2065
SRR26909530	Delhi	Treated	emtA	5
SRR26909530	Delhi	Treated	eptA	118
SRR26909530	Delhi	Treated	eptB	25
SRR26909530	Delhi	Treated	erm(40)	10
SRR26909530	Delhi	Treated	erm(45)	374
SRR26909530	Delhi	Treated	erm(46)	189
SRR26909530	Delhi	Treated	erm(56)	283
SRR26909530	Delhi	Treated	ermZ	105
SRR26909530	Delhi	Treated	evgA	1870
SRR26909530	Delhi	Treated	evgS	8982
SRR26909530	Delhi	Treated	facT	362
SRR26909530	Delhi	Treated	farA	2392
SRR26909530	Delhi	Treated	farB	1761
SRR26909530	Delhi	Treated	fexA	184
SRR26909530	Delhi	Treated	fexB	119
SRR26909530	Delhi	Treated	floR	17
SRR26909530	Delhi	Treated	fosA5	2
SRR26909530	Delhi	Treated	fusH	8
SRR26909530	Delhi	Treated	gadW	92
SRR26909530	Delhi	Treated	gadX	81
SRR26909530	Delhi	Treated	gimA	2
SRR26909530	Delhi	Treated	golS	779
SRR26909530	Delhi	Treated	hmrM	898
SRR26909530	Delhi	Treated	hp1181	1801
SRR26909530	Delhi	Treated	imiH	10
SRR26909530	Delhi	Treated	iri	462
SRR26909530	Delhi	Treated	kamB	7
SRR26909530	Delhi	Treated	kdpD	387
SRR26909530	Delhi	Treated	kdpE	5244
SRR26909530	Delhi	Treated	leuO	591
SRR26909530	Delhi	Treated	lfrA	316
SRR26909530	Delhi	Treated	lin	270
SRR26909530	Delhi	Treated	linG	2
SRR26909530	Delhi	Treated	lmrB	463
SRR26909530	Delhi	Treated	lmrC	4101
SRR26909530	Delhi	Treated	lmrD	4779
SRR26909530	Delhi	Treated	lmrP	32
SRR26909530	Delhi	Treated	lnuA	3
SRR26909530	Delhi	Treated	lnuB	18
SRR26909530	Delhi	Treated	lnuD	1
SRR26909530	Delhi	Treated	lnuE	4
SRR26909530	Delhi	Treated	lnuF	2
SRR26909530	Delhi	Treated	lnuG	1
SRR26909530	Delhi	Treated	lsaA	416
SRR26909530	Delhi	Treated	lsaB	217
SRR26909530	Delhi	Treated	lsaC	2945
SRR26909530	Delhi	Treated	lsaD	230
SRR26909530	Delhi	Treated	lsaE	1130
SRR26909530	Delhi	Treated	macA	437
SRR26909530	Delhi	Treated	macB	23604
SRR26909530	Delhi	Treated	marA	92
SRR26909530	Delhi	Treated	mdeA	306
SRR26909530	Delhi	Treated	mdsA	323
SRR26909530	Delhi	Treated	mdsB	1862
SRR26909530	Delhi	Treated	mdsC	852
SRR26909530	Delhi	Treated	mdtA	2993
SRR26909530	Delhi	Treated	mdtB	7338
SRR26909530	Delhi	Treated	mdtC	9320
SRR26909530	Delhi	Treated	mdtE	677
SRR26909530	Delhi	Treated	mdtF	903
SRR26909530	Delhi	Treated	mdtG	98
SRR26909530	Delhi	Treated	mdtH	80
SRR26909530	Delhi	Treated	mdtM	52
SRR26909530	Delhi	Treated	mdtN	404
SRR26909530	Delhi	Treated	mdtO	12
SRR26909530	Delhi	Treated	mdtP	672
SRR26909530	Delhi	Treated	mecA	714
SRR26909530	Delhi	Treated	mecB	1685
SRR26909530	Delhi	Treated	mecC	700
SRR26909530	Delhi	Treated	mecD	365
SRR26909530	Delhi	Treated	mecI	5
SRR26909530	Delhi	Treated	mecR1	51
SRR26909530	Delhi	Treated	mef(B)	326
SRR26909530	Delhi	Treated	mef(C)	120
SRR26909530	Delhi	Treated	mef(D)	11
SRR26909530	Delhi	Treated	mef(E)	10
SRR26909530	Delhi	Treated	mef(F)	20
SRR26909530	Delhi	Treated	mef(H)	18
SRR26909530	Delhi	Treated	mef(J)	22
SRR26909530	Delhi	Treated	mel	278
SRR26909530	Delhi	Treated	mepA	136
SRR26909530	Delhi	Treated	mepR	38
SRR26909530	Delhi	Treated	mexM	151
SRR26909530	Delhi	Treated	mexN	3393
SRR26909530	Delhi	Treated	mexP	154
SRR26909530	Delhi	Treated	mexQ	1360
SRR26909530	Delhi	Treated	mexX	183
SRR26909530	Delhi	Treated	mexY	879
SRR26909530	Delhi	Treated	mfpA	94
SRR26909530	Delhi	Treated	mgrA	136
SRR26909530	Delhi	Treated	mgtA	10
SRR26909530	Delhi	Treated	mphA	42
SRR26909530	Delhi	Treated	mphC	66
SRR26909530	Delhi	Treated	mphE	148
SRR26909530	Delhi	Treated	mphF	208
SRR26909530	Delhi	Treated	mphG	23
SRR26909530	Delhi	Treated	mphH	163
SRR26909530	Delhi	Treated	mphI	4
SRR26909530	Delhi	Treated	mphJ	21
SRR26909530	Delhi	Treated	mphK	116
SRR26909530	Delhi	Treated	mphL	3
SRR26909530	Delhi	Treated	mphM	1
SRR26909530	Delhi	Treated	mphO	24
SRR26909530	Delhi	Treated	mreA	3647
SRR26909530	Delhi	Treated	msbA	13486
SRR26909530	Delhi	Treated	msr(G)	322
SRR26909530	Delhi	Treated	msr(I)	742
SRR26909530	Delhi	Treated	msrA	462
SRR26909530	Delhi	Treated	msrC	827
SRR26909530	Delhi	Treated	msrE	1031
SRR26909530	Delhi	Treated	msrF	674
SRR26909530	Delhi	Treated	msrH	540
SRR26909530	Delhi	Treated	mtrA	237
SRR26909530	Delhi	Treated	mtrC	629
SRR26909530	Delhi	Treated	mtrD	980
SRR26909530	Delhi	Treated	mtrE	341
SRR26909530	Delhi	Treated	myrA	134
SRR26909530	Delhi	Treated	nimA	25
SRR26909530	Delhi	Treated	nimB	16
SRR26909530	Delhi	Treated	nimC	6
SRR26909530	Delhi	Treated	nimD	3
SRR26909530	Delhi	Treated	nimE	10
SRR26909530	Delhi	Treated	nimF	16
SRR26909530	Delhi	Treated	nimG	19
SRR26909530	Delhi	Treated	nimH	12
SRR26909530	Delhi	Treated	nimI	10
SRR26909530	Delhi	Treated	nimJ	10
SRR26909530	Delhi	Treated	nimK	13
SRR26909530	Delhi	Treated	norA	18
SRR26909530	Delhi	Treated	norB	808
SRR26909530	Delhi	Treated	norC	340
SRR26909530	Delhi	Treated	novA	11617
SRR26909530	Delhi	Treated	npmA	6
SRR26909530	Delhi	Treated	oleB	3657
SRR26909530	Delhi	Treated	oleC	11771
SRR26909530	Delhi	Treated	oleD	38
SRR26909530	Delhi	Treated	oleI	29
SRR26909530	Delhi	Treated	opcM	1126
SRR26909530	Delhi	Treated	opmE	416
SRR26909530	Delhi	Treated	optrA	6533
SRR26909530	Delhi	Treated	oqxA	625
SRR26909530	Delhi	Treated	oqxB	1903
SRR26909530	Delhi	Treated	otr(A)S.liv	436
SRR26909530	Delhi	Treated	otr(A)S.rim	8426
SRR26909530	Delhi	Treated	otr(B)	1001
SRR26909530	Delhi	Treated	otr(C)	1924
SRR26909530	Delhi	Treated	patA	4663
SRR26909530	Delhi	Treated	patB	3194
SRR26909530	Delhi	Treated	pexA	14
SRR26909530	Delhi	Treated	pgpB	70
SRR26909530	Delhi	Treated	pmrA	59
SRR26909530	Delhi	Treated	poxtA	3060
SRR26909530	Delhi	Treated	pp-flo	228
SRR26909530	Delhi	Treated	pp_cat	3
SRR26909530	Delhi	Treated	qacA	138
SRR26909530	Delhi	Treated	qacB	346
SRR26909530	Delhi	Treated	qacE	175
SRR26909530	Delhi	Treated	qacEdelta1	172
SRR26909530	Delhi	Treated	qacG	7
SRR26909530	Delhi	Treated	qacH	20
SRR26909530	Delhi	Treated	qacJ	7
SRR26909530	Delhi	Treated	qacL	255
SRR26909530	Delhi	Treated	ramA	85
SRR26909530	Delhi	Treated	rgt1438	78
SRR26909530	Delhi	Treated	rmtA	3
SRR26909530	Delhi	Treated	rmtC	2
SRR26909530	Delhi	Treated	rmtD	2
SRR26909530	Delhi	Treated	rmtE	1
SRR26909530	Delhi	Treated	rmtF	6
SRR26909530	Delhi	Treated	rmtG	3
SRR26909530	Delhi	Treated	rmtH	4
SRR26909530	Delhi	Treated	rosA	266
SRR26909530	Delhi	Treated	rosB	6828
SRR26909530	Delhi	Treated	rphA	1620
SRR26909530	Delhi	Treated	rphB	3807
SRR26909530	Delhi	Treated	rpoB2	24111
SRR26909530	Delhi	Treated	rsmA	55
SRR26909530	Delhi	Treated	salA	464
SRR26909530	Delhi	Treated	salB	342
SRR26909530	Delhi	Treated	salC	509
SRR26909530	Delhi	Treated	salD	526
SRR26909530	Delhi	Treated	salE	266
SRR26909530	Delhi	Treated	sdiA	430
SRR26909530	Delhi	Treated	sdrM	400
SRR26909530	Delhi	Treated	sgm	4
SRR26909530	Delhi	Treated	smeA	645
SRR26909530	Delhi	Treated	smeB	1478
SRR26909530	Delhi	Treated	smeC	773
SRR26909530	Delhi	Treated	smeD	581
SRR26909530	Delhi	Treated	smeE	1713
SRR26909530	Delhi	Treated	smeF	1966
SRR26909530	Delhi	Treated	smeR	6576
SRR26909530	Delhi	Treated	smeS	4493
SRR26909530	Delhi	Treated	spd	3
SRR26909530	Delhi	Treated	srmB	4274
SRR26909530	Delhi	Treated	sta	927
SRR26909530	Delhi	Treated	sul1	1106
SRR26909530	Delhi	Treated	sul2	1333
SRR26909530	Delhi	Treated	sul3	1105
SRR26909530	Delhi	Treated	sul4	6185
SRR26909530	Delhi	Treated	tap	813
SRR26909530	Delhi	Treated	tcr3	766
SRR26909530	Delhi	Treated	tet(30)	295
SRR26909530	Delhi	Treated	tet(31)	19
SRR26909530	Delhi	Treated	tet(32)	1546
SRR26909530	Delhi	Treated	tet(33)	62
SRR26909530	Delhi	Treated	tet(35)	68
SRR26909530	Delhi	Treated	tet(36)	1523
SRR26909530	Delhi	Treated	tet(37)	64
SRR26909530	Delhi	Treated	tet(38)	5
SRR26909530	Delhi	Treated	tet(39)	133
SRR26909530	Delhi	Treated	tet(40)	12
SRR26909530	Delhi	Treated	tet(41)	260
SRR26909530	Delhi	Treated	tet(42)	310
SRR26909530	Delhi	Treated	tet(43)	209
SRR26909530	Delhi	Treated	tet(44)	1127
SRR26909530	Delhi	Treated	tet(45)	15
SRR26909530	Delhi	Treated	tet(47)	26
SRR26909530	Delhi	Treated	tet(48)	56
SRR26909530	Delhi	Treated	tet(49)	155
SRR26909530	Delhi	Treated	tet(50)	243
SRR26909530	Delhi	Treated	tet(51)	270
SRR26909530	Delhi	Treated	tet(52)	126
SRR26909530	Delhi	Treated	tet(53)	24
SRR26909530	Delhi	Treated	tet(54)	55
SRR26909530	Delhi	Treated	tet(55)	3
SRR26909530	Delhi	Treated	tet(56)	33
SRR26909530	Delhi	Treated	tet(57)	28
SRR26909530	Delhi	Treated	tet(59)	11
SRR26909530	Delhi	Treated	tet(62)	21
SRR26909530	Delhi	Treated	tet(63)	7
SRR26909530	Delhi	Treated	tet(64)	639
SRR26909530	Delhi	Treated	tet(65)	52
SRR26909530	Delhi	Treated	tet(A)	140
SRR26909530	Delhi	Treated	tet(B)	314
SRR26909530	Delhi	Treated	tet(C)	274
SRR26909530	Delhi	Treated	tet(D)	10
SRR26909530	Delhi	Treated	tet(E)	36
SRR26909530	Delhi	Treated	tet(G)	32
SRR26909530	Delhi	Treated	tet(H)	56
SRR26909530	Delhi	Treated	tet(J)	16
SRR26909530	Delhi	Treated	tet(K)	6
SRR26909530	Delhi	Treated	tet(L)	11
SRR26909530	Delhi	Treated	tet(M)	406
SRR26909530	Delhi	Treated	tet(O)	1344
SRR26909530	Delhi	Treated	tet(O/32/O)	260
SRR26909530	Delhi	Treated	tet(O/M/O)	22
SRR26909530	Delhi	Treated	tet(O/W)	678
SRR26909530	Delhi	Treated	tet(O/W/32/O)	21
SRR26909530	Delhi	Treated	tet(Q)	1128
SRR26909530	Delhi	Treated	tet(S)	1164
SRR26909530	Delhi	Treated	tet(T)	2690
SRR26909530	Delhi	Treated	tet(V)	383
SRR26909530	Delhi	Treated	tet(W)	1299
SRR26909530	Delhi	Treated	tet(W/32/O)	1335
SRR26909530	Delhi	Treated	tet(W/N/W)	19
SRR26909530	Delhi	Treated	tet(X)	387
SRR26909530	Delhi	Treated	tet(X1)	103
SRR26909530	Delhi	Treated	tet(X3)	274
SRR26909530	Delhi	Treated	tet(X4)	1039
SRR26909530	Delhi	Treated	tet(X6)	1177
SRR26909530	Delhi	Treated	tet(Y)	10
SRR26909530	Delhi	Treated	tet(Z)	33
SRR26909530	Delhi	Treated	tetA(46)	1254
SRR26909530	Delhi	Treated	tetA(58)	13744
SRR26909530	Delhi	Treated	tetA(60)	1071
SRR26909530	Delhi	Treated	tetA(P)	10
SRR26909530	Delhi	Treated	tetB(46)	4091
SRR26909530	Delhi	Treated	tetB(58)	900
SRR26909530	Delhi	Treated	tetB(60)	1747
SRR26909530	Delhi	Treated	tetB(P)	2872
SRR26909530	Delhi	Treated	tlrC	6158
SRR26909530	Delhi	Treated	tsnR	1015
SRR26909530	Delhi	Treated	tva(A)	1663
SRR26909530	Delhi	Treated	ugd	8940
SRR26909530	Delhi	Treated	vanA	648
SRR26909530	Delhi	Treated	vanB	606
SRR26909530	Delhi	Treated	vanC	386
SRR26909530	Delhi	Treated	vanD	882
SRR26909530	Delhi	Treated	vanE	462
SRR26909530	Delhi	Treated	vanF	150
SRR26909530	Delhi	Treated	vanG	401
SRR26909530	Delhi	Treated	vanH_in_vanA_cl	233
SRR26909530	Delhi	Treated	vanH_in_vanB_cl	591
SRR26909530	Delhi	Treated	vanH_in_vanD_cl	572
SRR26909530	Delhi	Treated	vanH_in_vanF_cl	240
SRR26909530	Delhi	Treated	vanH_in_vanM_cl	904
SRR26909530	Delhi	Treated	vanH_in_vanO_cl	511
SRR26909530	Delhi	Treated	vanH_in_vanP_cl	1050
SRR26909530	Delhi	Treated	vanI	468
SRR26909530	Delhi	Treated	vanJ	2
SRR26909530	Delhi	Treated	vanK_in_vanI_cl	121
SRR26909530	Delhi	Treated	vanL	388
SRR26909530	Delhi	Treated	vanM	739
SRR26909530	Delhi	Treated	vanN	1925
SRR26909530	Delhi	Treated	vanO	1033
SRR26909530	Delhi	Treated	vanP	349
SRR26909530	Delhi	Treated	vanR_in_vanA_cl	1046
SRR26909530	Delhi	Treated	vanR_in_vanB_cl	2213
SRR26909530	Delhi	Treated	vanR_in_vanC_cl	1429
SRR26909530	Delhi	Treated	vanR_in_vanD_cl	227
SRR26909530	Delhi	Treated	vanR_in_vanE_cl	2014
SRR26909530	Delhi	Treated	vanR_in_vanF_cl	3314
SRR26909530	Delhi	Treated	vanR_in_vanG_cl	666
SRR26909530	Delhi	Treated	vanR_in_vanI_cl	2032
SRR26909530	Delhi	Treated	vanR_in_vanL_cl	700
SRR26909530	Delhi	Treated	vanR_in_vanM_cl	4766
SRR26909530	Delhi	Treated	vanR_in_vanN_cl	399
SRR26909530	Delhi	Treated	vanR_in_vanO_cl	2331
SRR26909530	Delhi	Treated	vanR_in_vanP_cl	479
SRR26909530	Delhi	Treated	vanS_in_vanA_cl	1153
SRR26909530	Delhi	Treated	vanS_in_vanB_cl	403
SRR26909530	Delhi	Treated	vanS_in_vanC_cl	384
SRR26909530	Delhi	Treated	vanS_in_vanD_cl	137
SRR26909530	Delhi	Treated	vanS_in_vanE_cl	557
SRR26909530	Delhi	Treated	vanS_in_vanF_cl	866
SRR26909530	Delhi	Treated	vanS_in_vanG_cl	630
SRR26909530	Delhi	Treated	vanS_in_vanL_cl	915
SRR26909530	Delhi	Treated	vanS_in_vanM_cl	568
SRR26909530	Delhi	Treated	vanS_in_vanN_cl	1126
SRR26909530	Delhi	Treated	vanS_in_vanO_cl	516
SRR26909530	Delhi	Treated	vanS_in_vanP_cl	1372
SRR26909530	Delhi	Treated	vanT_in_vanC_cl	870
SRR26909530	Delhi	Treated	vanT_in_vanE_cl	621
SRR26909530	Delhi	Treated	vanT_in_vanG_cl	2809
SRR26909530	Delhi	Treated	vanT_in_vanN_cl	305
SRR26909530	Delhi	Treated	vanTm_in_vanL	5
SRR26909530	Delhi	Treated	vanTr_in_vanL	82
SRR26909530	Delhi	Treated	vanU_in_vanG_cl	342
SRR26909530	Delhi	Treated	vanV_in_vanB_cl	2
SRR26909530	Delhi	Treated	vanW_in_vanB_cl	16
SRR26909530	Delhi	Treated	vanW_in_vanG_cl	30
SRR26909530	Delhi	Treated	vanW_in_vanI_cl	1272
SRR26909530	Delhi	Treated	vanXY_in_vanC	9
SRR26909530	Delhi	Treated	vanXY_in_vanE	21
SRR26909530	Delhi	Treated	vanXY_in_vanG	39
SRR26909530	Delhi	Treated	vanXY_in_vanL	6
SRR26909530	Delhi	Treated	vanXY_in_vanN	17
SRR26909530	Delhi	Treated	vanX_in_vanA_cl	22
SRR26909530	Delhi	Treated	vanX_in_vanB_cl	17
SRR26909530	Delhi	Treated	vanX_in_vanD_cl	86
SRR26909530	Delhi	Treated	vanX_in_vanF_cl	22
SRR26909530	Delhi	Treated	vanX_in_vanI_cl	203
SRR26909530	Delhi	Treated	vanX_in_vanM_cl	404
SRR26909530	Delhi	Treated	vanX_in_vanO_cl	317
SRR26909530	Delhi	Treated	vanX_in_vanP_cl	1183
SRR26909530	Delhi	Treated	vanY_in_vanA_cl	27
SRR26909530	Delhi	Treated	vanY_in_vanB_cl	63
SRR26909530	Delhi	Treated	vanY_in_vanD_cl	6
SRR26909530	Delhi	Treated	vanY_in_vanF_cl	21
SRR26909530	Delhi	Treated	vanY_in_vanG_cl	182
SRR26909530	Delhi	Treated	vanY_in_vanM_cl	56
SRR26909530	Delhi	Treated	vanZ_in_vanA_cl	2
SRR26909530	Delhi	Treated	vanZ_in_vanF_cl	8
SRR26909530	Delhi	Treated	vatB	753
SRR26909530	Delhi	Treated	vatC	45
SRR26909530	Delhi	Treated	vatD	134
SRR26909530	Delhi	Treated	vatE	168
SRR26909530	Delhi	Treated	vatF	176
SRR26909530	Delhi	Treated	vatH	323
SRR26909530	Delhi	Treated	vgaALC	937
SRR26909530	Delhi	Treated	vgaB	737
SRR26909530	Delhi	Treated	vgaC	480
SRR26909530	Delhi	Treated	vgaD	314
SRR26909530	Delhi	Treated	vgaE	1111
SRR26909530	Delhi	Treated	vgbB	3
SRR26909530	Delhi	Treated	vgbC	14
SRR26909530	Delhi	Treated	vmlR	3397
SRR26909530	Delhi	Treated	vph	18
SRR26909530	Delhi	Treated	ykkC	150
SRR26909530	Delhi	Treated	ykkD	588
SRR26909531	Delhi	Controlled	AAC(2')-IIb	1
SRR26909531	Delhi	Controlled	AAC(2')-Ia	13
SRR26909531	Delhi	Controlled	AAC(2')-Ib	11
SRR26909531	Delhi	Controlled	AAC(2')-Ic	22
SRR26909531	Delhi	Controlled	AAC(2')-Id	9
SRR26909531	Delhi	Controlled	AAC(2')-Ie	6
SRR26909531	Delhi	Controlled	AAC(3)-IIIa	4
SRR26909531	Delhi	Controlled	AAC(3)-IIIb	10
SRR26909531	Delhi	Controlled	AAC(3)-IIIc	2
SRR26909531	Delhi	Controlled	AAC(3)-IIa	18
SRR26909531	Delhi	Controlled	AAC(3)-IIb	8
SRR26909531	Delhi	Controlled	AAC(3)-IIc	9
SRR26909531	Delhi	Controlled	AAC(3)-IId	6
SRR26909531	Delhi	Controlled	AAC(3)-IIe	10
SRR26909531	Delhi	Controlled	AAC(3)-IIg	16
SRR26909531	Delhi	Controlled	AAC(3)-IVa	29
SRR26909531	Delhi	Controlled	AAC(3)-IVb	30
SRR26909531	Delhi	Controlled	AAC(3)-IXa	44
SRR26909531	Delhi	Controlled	AAC(3)-Ia	36
SRR26909531	Delhi	Controlled	AAC(3)-Ib	48
SRR26909531	Delhi	Controlled	AAC(3)-Ic	35
SRR26909531	Delhi	Controlled	AAC(3)-Id	12
SRR26909531	Delhi	Controlled	AAC(3)-VIIIa	28
SRR26909531	Delhi	Controlled	AAC(3)-VIIa	20
SRR26909531	Delhi	Controlled	AAC(3)-VIa	32
SRR26909531	Delhi	Controlled	AAC(3)-Xa	38
SRR26909531	Delhi	Controlled	AAC(6')-29a	5
SRR26909531	Delhi	Controlled	AAC(6')-31	1
SRR26909531	Delhi	Controlled	AAC(6')-32	5
SRR26909531	Delhi	Controlled	AAC(6')-34	10
SRR26909531	Delhi	Controlled	AAC(6')-I-43	53
SRR26909531	Delhi	Controlled	AAC(6')-I-48	19
SRR26909531	Delhi	Controlled	AAC(6')-I30	14
SRR26909531	Delhi	Controlled	AAC(6')-I33	5
SRR26909531	Delhi	Controlled	AAC(6')-IIa	55
SRR26909531	Delhi	Controlled	AAC(6')-IIb	32
SRR26909531	Delhi	Controlled	AAC(6')-IIc	12
SRR26909531	Delhi	Controlled	AAC(6')-Ia	163
SRR26909531	Delhi	Controlled	AAC(6')-Iad	34
SRR26909531	Delhi	Controlled	AAC(6')-Iae	2
SRR26909531	Delhi	Controlled	AAC(6')-Iai	1
SRR26909531	Delhi	Controlled	AAC(6')-Iaj	19
SRR26909531	Delhi	Controlled	AAC(6')-Iak	77
SRR26909531	Delhi	Controlled	AAC(6')-Ian	16
SRR26909531	Delhi	Controlled	AAC(6')-Iap	19
SRR26909531	Delhi	Controlled	AAC(6')-Ib	53
SRR26909531	Delhi	Controlled	AAC(6')-Ib-SK	22
SRR26909531	Delhi	Controlled	AAC(6')-Ib-cr1	11
SRR26909531	Delhi	Controlled	AAC(6')-Ib-cr8	1
SRR26909531	Delhi	Controlled	AAC(6')-Ib11	1
SRR26909531	Delhi	Controlled	AAC(6')-Ib7	536
SRR26909531	Delhi	Controlled	AAC(6')-Ib8	34
SRR26909531	Delhi	Controlled	AAC(6')-Ib9	34
SRR26909531	Delhi	Controlled	AAC(6')-Ic	15
SRR26909531	Delhi	Controlled	AAC(6')-If	37
SRR26909531	Delhi	Controlled	AAC(6')-Ig	5
SRR26909531	Delhi	Controlled	AAC(6')-Ih	2
SRR26909531	Delhi	Controlled	AAC(6')-Ii	12
SRR26909531	Delhi	Controlled	AAC(6')-Iid	3
SRR26909531	Delhi	Controlled	AAC(6')-Iih	2
SRR26909531	Delhi	Controlled	AAC(6')-Ij	14
SRR26909531	Delhi	Controlled	AAC(6')-Ik	7
SRR26909531	Delhi	Controlled	AAC(6')-Il	8
SRR26909531	Delhi	Controlled	AAC(6')-Im	56
SRR26909531	Delhi	Controlled	AAC(6')-Ip	15
SRR26909531	Delhi	Controlled	AAC(6')-Iq	4
SRR26909531	Delhi	Controlled	AAC(6')-Ir	1
SRR26909531	Delhi	Controlled	AAC(6')-Is	2
SRR26909531	Delhi	Controlled	AAC(6')-Isa	48
SRR26909531	Delhi	Controlled	AAC(6')-It	9
SRR26909531	Delhi	Controlled	AAC(6')-Iu	10
SRR26909531	Delhi	Controlled	AAC(6')-Iv	15
SRR26909531	Delhi	Controlled	AAC(6')-Iw	4
SRR26909531	Delhi	Controlled	AAC(6')-Ix	13
SRR26909531	Delhi	Controlled	AAC(6')-Iy	35
SRR26909531	Delhi	Controlled	AAC(6')-Iz	9
SRR26909531	Delhi	Controlled	AAC6_30_AAC6_Ib	18
SRR26909531	Delhi	Controlled	AAC6_IB_HZ	87
SRR26909531	Delhi	Controlled	AAC6_Ie_APH2_Ia	101
SRR26909531	Delhi	Controlled	AAC_6_IB_Su	71
SRR26909531	Delhi	Controlled	ACC-1	3
SRR26909531	Delhi	Controlled	ACC-1d	2
SRR26909531	Delhi	Controlled	ACC-2	25
SRR26909531	Delhi	Controlled	ACC-3	98
SRR26909531	Delhi	Controlled	ACC-4	34
SRR26909531	Delhi	Controlled	ACC-5	6
SRR26909531	Delhi	Controlled	ACI-1	109
SRR26909531	Delhi	Controlled	ACT-10	1
SRR26909531	Delhi	Controlled	ACT-101	1
SRR26909531	Delhi	Controlled	ACT-106	2
SRR26909531	Delhi	Controlled	ACT-107	1
SRR26909531	Delhi	Controlled	ACT-108	2
SRR26909531	Delhi	Controlled	ACT-109	2
SRR26909531	Delhi	Controlled	ACT-118	5
SRR26909531	Delhi	Controlled	ACT-119	26
SRR26909531	Delhi	Controlled	ACT-120	12
SRR26909531	Delhi	Controlled	ACT-121	1
SRR26909531	Delhi	Controlled	ACT-123	2
SRR26909531	Delhi	Controlled	ACT-13	5
SRR26909531	Delhi	Controlled	ACT-14	6
SRR26909531	Delhi	Controlled	ACT-141	1
SRR26909531	Delhi	Controlled	ACT-143	2
SRR26909531	Delhi	Controlled	ACT-150	25
SRR26909531	Delhi	Controlled	ACT-154	1
SRR26909531	Delhi	Controlled	ACT-156	8
SRR26909531	Delhi	Controlled	ACT-158	1
SRR26909531	Delhi	Controlled	ACT-16	2
SRR26909531	Delhi	Controlled	ACT-165	2
SRR26909531	Delhi	Controlled	ACT-170	1
SRR26909531	Delhi	Controlled	ACT-173	2
SRR26909531	Delhi	Controlled	ACT-176	3
SRR26909531	Delhi	Controlled	ACT-177	2
SRR26909531	Delhi	Controlled	ACT-179	2
SRR26909531	Delhi	Controlled	ACT-18	2
SRR26909531	Delhi	Controlled	ACT-19	10
SRR26909531	Delhi	Controlled	ACT-191	2
SRR26909531	Delhi	Controlled	ACT-21	1
SRR26909531	Delhi	Controlled	ACT-22	2
SRR26909531	Delhi	Controlled	ACT-27	3
SRR26909531	Delhi	Controlled	ACT-29	1
SRR26909531	Delhi	Controlled	ACT-36	1
SRR26909531	Delhi	Controlled	ACT-37	6
SRR26909531	Delhi	Controlled	ACT-38	2
SRR26909531	Delhi	Controlled	ACT-4	10
SRR26909531	Delhi	Controlled	ACT-42	29
SRR26909531	Delhi	Controlled	ACT-44	3
SRR26909531	Delhi	Controlled	ACT-48	1
SRR26909531	Delhi	Controlled	ACT-49	1
SRR26909531	Delhi	Controlled	ACT-50	1
SRR26909531	Delhi	Controlled	ACT-58	2
SRR26909531	Delhi	Controlled	ACT-59	9
SRR26909531	Delhi	Controlled	ACT-6	2
SRR26909531	Delhi	Controlled	ACT-62	2
SRR26909531	Delhi	Controlled	ACT-64	2
SRR26909531	Delhi	Controlled	ACT-65	2
SRR26909531	Delhi	Controlled	ACT-66	4
